Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2021,Allegany County Public Schools,C&T MECHANICAL,21502,417236.4,,
2021,Allegany County Public Schools,CANON FINANCIAL SERVICES INC,60693-0149,38949.5,,
2021,Allegany County Public Schools,CAROUSEL INDUSTRIES OF NORTH AMERICAINC,02822,180173.69,,
2021,Allegany County Public Schools,CARROLL COUNTY PUBLIC SCHOOLS,21157,65000,,
2021,Allegany County Public Schools,CBIZ BENEFITS & INSURANCE SERVICES,60673-1282,95991,,
2021,Allegany County Public Schools,CDW GOVERNMENT,60675-1515,30921.76,,
2021,Allegany County Public Schools,CENGAGE LEARNING,31193,31300,,
2021,Allegany County Public Schools,CHLIC,15264-4546,1143228.3,,
2021,Allegany County Public Schools,CHP TRUCK AND BUS INC,21502,638071.39,,
2021,Allegany County Public Schools,CINTAS CORPORATION LOC 386,45263-0803,42782.36,,
2021,Allegany County Public Schools,CITIBANK NA,06152-1328,18843792.49,,
2021,Allegany County Public Schools,CITY ELECTRIC ACCOUNTS,27415,42399.23,,
2021,Allegany County Public Schools,CITY OF FROSTBURG,21532,77977.91,,
2021,Anne Arundel Co. Public Schools,ATC Corp.,21222,141596,,
2021,Allegany County Public Schools,COLUMBIA GAS OF MARYLAND INC,19176-0322,272836.01,,
2021,Allegany County Public Schools,CONTRACT PAPER GROUP INC,60674,28917.6,,
2021,Allegany County Public Schools,CURRICULUM ASSOCIATES LLC,31193,465328.47,,
2021,Allegany County Public Schools,DALY COMPUTERS INC,22116,3997059.49,,
2021,Allegany County Public Schools,DAYCON,21264-9234,28522.02,,
2021,Allegany County Public Schools,DEANNA MCGLADE,21555,189770,,
2021,Allegany County Public Schools,DEBORAH TAUB,22015,29561,,
2021,Allegany County Public Schools,DELL MARKETING L.P.,60680,153083.28,,
2021,Allegany County Public Schools,DELTA DENTAL,17055,622722.94,,
2021,Allegany County Public Schools,DEPARTMENT OF INFORMATION TECHNOLOGY,21032,129352,,
2021,Allegany County Public Schools,DEPARTMENT OF JUVENILE SERVICES,21201,47107.95,,
2021,Allegany County Public Schools,DISCOVERY EDUCATION,30374,107833.9,,
2021,Allegany County Public Schools,DOCUMENT SOLUTIONS,21502,57445.96,,
2021,Allegany County Public Schools,DOMA TECHNOLOGIES LLC,23452,63248.18,,
2021,Allegany County Public Schools,DORI FOODS INC,23230,377165.28,,
2021,Allegany County Public Schools,DR CAROL TOLMAN,03462,41413.68,,
2021,Allegany County Public Schools,EASTERN ELEVATOR SERVICE & SALES CO,15963-0158,27877.97,,
2021,Allegany County Public Schools,"EDCITE, INC",94588,28800,,
2021,Allegany County Public Schools,EVERGREEN HERITAGE CENTER FOUNDATION,21532-2345,25602.26,,
2021,Allegany County Public Schools,FIELDTURF USA INC,H4T 1G2,427414.78,,
2021,Allegany County Public Schools,FLETCHER TRANSPORTATION LLC,21555,70165,,
2021,Allegany County Public Schools,FLINN SCIENTIFIC INC,60694-1721,26982.45,,
2021,Allegany County Public Schools,FOLLETT SCHOOL SOLUTIONS,60693-0918,212432.16,,
2021,Allegany County Public Schools,FOOD SAFETY SOLUTIONS INC,19807,47670.87,,
2021,Allegany County Public Schools,FORT HILL HIGH SCHOOL,21502,62297.74,,
2021,Allegany County Public Schools,FPC DISTRIBUTION,21075,121720.04,,
2021,Allegany County Public Schools,FREESTATE BALTIMORE LLC,20708,70275.56,,
2021,Allegany County Public Schools,FROG STREET PRESS LLC,76092,83427.02,,
2021,Allegany County Public Schools,FROSTBURG STATE UNIVERSITY,21532,26663,,
2021,Allegany County Public Schools,G STEVEN HARTLEY,21766,66853,,
2021,Allegany County Public Schools,GAGGLE NET INC,61702,41500,,
2021,Allegany County Public Schools,GEORGE TERNENT SONS,21539,31390.02,,
2021,Allegany County Public Schools,"GEPPERT, MCMULLEN, PAYE & GETTY",21502,63580.45,,
2021,Allegany County Public Schools,GL GROUP INC,64180,17302.41,,
2021,Allegany County Public Schools,GRAFTON SCHOOL INC,22604,80930.25,,
2021,Allegany County Public Schools,GREAT AMERICA FINANCIAL SERVICES,75266-0831,111580.5,,
2021,Allegany County Public Schools,GREAT MINDS,20003-3568,50178.1,,
2021,Allegany County Public Schools,GRIMM & PARKER ARCHITECTS,20705,55989.24,,
2021,Allegany County Public Schools,HAJOCA CORPORATION,15253-5906,56651.38,,
2021,Allegany County Public Schools,HERTRICH FLEET SERVICES INC,19963,103836,,
2021,Allegany County Public Schools,HM RECEIVABLES CO LLC,60693,787636.52,,
2021,Allegany County Public Schools,HUBER MICHAELS & COMPANY PA,21502,67000,,
2021,Allegany County Public Schools,"IVS, INC",36305,41298.4,,
2021,Allegany County Public Schools,J & S HAWKINS AND SONS,21502,260445,,
2021,Allegany County Public Schools,J A RADER,21555,66655,,
2021,Allegany County Public Schools,JEFFERSON SCHOOL - MAIN CAMPUS,21279-0751,401502.53,,
2021,Allegany County Public Schools,JOY L TORBET,21502,123883,,
2021,Allegany County Public Schools,KEANY PRODUCE COMPANY,20785,76733.42,,
2021,Allegany County Public Schools,KSB BUS SERVICE,21532,185704,,
2021,Allegany County Public Schools,LAKESHORE LEARNING MATERIALS,90895,116501.38,,
2021,Allegany County Public Schools,LANDIS OFFICE CENTER INC,21502,44867.43,,
2021,Allegany County Public Schools,LARRY E AKERS,21766,66783,,
2021,Allegany County Public Schools,LEONARD S FIORE INC,16602,133129.64,,
2021,Allegany County Public Schools,LESTER A CHANEY,21550,117522,,
2021,Allegany County Public Schools,LIBERTY DISTRIBUTORS INC,26059,85361.7,,
2021,Allegany County Public Schools,LILLER PAVING & EXCAVATING LLC,26719,72950,,
2021,Allegany County Public Schools,LOWES CREDIT SERVICES,30353-0954,84247.31,,
2021,Allegany County Public Schools,MAIN STREET BOOKS,21532,34888.22,,
2021,Allegany County Public Schools,MARYLAND CHILD SUPPORT ACCOUNT,21297-1396,51102.05,,
2021,Allegany County Public Schools,MARYLAND STATE DEPARTMENT OF EDUCATION,21201,64691.75,,
2021,Allegany County Public Schools,MARYLAND STATE RETIREMENT & PENSION SYST,21202,647824,,
2021,Allegany County Public Schools,MARYLAND STATE RETIREMENT & PENSION SYSTEM,21202,2600973,,
2021,Allegany County Public Schools,MAYOR & CITY COUNCIL OF CUMBERLAND,21501-1702,134098.84,,
2021,Allegany County Public Schools,MCCRAY BUSING INC,21502,377009.15,,
2021,Allegany County Public Schools,MCGRAW HILL SCHOOL EDUC HOLDINGS LLC,60694-1545,72682.32,,
2021,Allegany County Public Schools,MD ASSOC OF BOARDS OF EDUCATION,21401,1035917,,
2021,Allegany County Public Schools,MD STATE RETIREMENT AGENCY,21202-6700,156969.24,,
2021,Allegany County Public Schools,MILLERS BUSING LLC,21539-1102,58529,,
2021,Allegany County Public Schools,"MOTOROLA SOLUTIONS, INC",60661,177056.44,,
2021,Allegany County Public Schools,MOUNT SAVAGE ELEMENTARY/MIDDLE,21545,24238.59,,
2021,Allegany County Public Schools,MOUNTAIN RIDGE HIGH SCHOOL,21532,67156.94,,
2021,Allegany County Public Schools,MTS EQUIPMENT,22602,96734.8,,
2021,Allegany County Public Schools,MURRAY BUSING INC,21502,128154,,
2021,Allegany County Public Schools,N2Y LLC,44839,399.36,,
2021,Allegany County Public Schools,NATIONAL CENTER ON INSTITUTIONS AND ALTERNATIVES,21244,82936.36,,
2021,Allegany County Public Schools,NATIONAL FOOD GROUP INC,48377-2454,37765.55,,
2021,Allegany County Public Schools,NATIONAL VISION ADMINISTRATORS LLC,02241,129485.1,,
2021,Allegany County Public Schools,NCS PEARSON INC,60693,38379.85,,
2021,Allegany County Public Schools,NEARPOD INC.,33004,46735,,
2021,Allegany County Public Schools,"NEWSELA, INC.",10018,104624,,
2021,Allegany County Public Schools,ORACLE AMERICA INC,75320-3448,25507.58,,
2021,Allegany County Public Schools,OSTER BROTHERS TRUCK SERVICE,21502,45463.46,,
2021,Allegany County Public Schools,PALCO,15601-0262,63859.71,,
2021,Allegany County Public Schools,PERMA-BOUND BOOKS,62650-3599,28561.78,,
2021,Allegany County Public Schools,PESSIN KATZ LAW PA,21204,30852.17,,
2021,Allegany County Public Schools,PHYLLIS SHACKELFORD,21561,54437.48,,
2021,Allegany County Public Schools,PINE MOUNTAIN COAL COMPANY,21532,42697,,
2021,Allegany County Public Schools,PIVOT PHYSICAL THERAPY OF MARYLAND,21286,119700,,
2021,Allegany County Public Schools,POTOMAC FARMS DAIRY INC,15904,133705.07,,
2021,Allegany County Public Schools,POWERSCHOOL GROUP LLC,94139,193892,,
2021,Allegany County Public Schools,"PROFESSIONAL SOFTWARE FOR NURSES, INC.",03031,33590,,
2021,Allegany County Public Schools,PROJECT LEAD THE WAY LLC,46240,26458.75,,
2021,Allegany County Public Schools,QUILL CORPORATION,19101-0600,30164.93,,
2021,Allegany County Public Schools,R H LAPP & SONS INC,21502,0,,
2021,Allegany County Public Schools,RACHEL WYER LLC,26726,27815.76,,
2021,Allegany County Public Schools,RAISING A READER,95035,107958,,
2021,Allegany County Public Schools,RANDY D HELMICK,21530,63800,,
2021,Allegany County Public Schools,RANKER SCHOOL BUS SERVICE,21529,193997,,
2021,Allegany County Public Schools,RE MICHEL COMPANY INC,21203,46144.7,,
2021,Allegany County Public Schools,READ NATURALLY,55121,25466.9,,
2021,Allegany County Public Schools,SCHMIDT BAKING COMPANY,02241,29274.34,,
2021,Allegany County Public Schools,SCHOLASTIC INC,60175,54906.15,,
2021,Allegany County Public Schools,SCHOOL MATE,68848-2110,31878.45,,
2021,Allegany County Public Schools,SCHOOL SPECIALTY INC,60693-0656,35135.48,,
2021,Allegany County Public Schools,SCHOOL THERAPY SERVICES,21532,1904218.36,,
2021,Allegany County Public Schools,SEGRA,45263-1140,113566.64,,
2021,Allegany County Public Schools,"SHEPPARD PRATT NON-CONTRACTED SERVICES, LLC",21279-1545,2542488.45,,
2021,Allegany County Public Schools,SHERWIN-WILLIAMS COMPANY,21502,56604.08,,
2021,Allegany County Public Schools,SKYLINE TECHNOLOGY SOLUTIONS,21061,123864.3,,
2021,Allegany County Public Schools,SMART CHOICE COMPUTER SOLUTIONS,21502,25135.26,,
2021,Allegany County Public Schools,SOUTHERN STATES COOP INC,21502,57501.63,,
2021,Allegany County Public Schools,"SPORTSFIELD SPECIALTIES, INC.",13753,27045,,
2021,Allegany County Public Schools,STAPLES ADVANTAGE,19176-0242,40453.11,,
2021,Allegany County Public Schools,STATE HIGHWAY ADMINISTRATION OF MARYLAND,21203,26319.57,,
2021,Allegany County Public Schools,STATE OF MARYLAND,21201,25356.94,,
2021,Allegany County Public Schools,STATE OF MARYLAND,21201,70639.51,,
2021,Allegany County Public Schools,STONESTREET BUSING LLC,21530,496176.52,,
2021,Allegany County Public Schools,SUNNYSIDE CHEVROLET,44035,51813,,
2021,Allegany County Public Schools,TECH MEDIA SERVICES LLC,21502,34575,,
2021,Allegany County Public Schools,THE COLLEGE BOARD,10087-0171,26560,,
2021,Allegany County Public Schools,THE POTOMAC EDISON COMPANY,44309-3615,1188738.16,,
2021,Allegany County Public Schools,TIAA COMMERCIAL FINANCE INC,80291-1608,148314.5,,
2021,Allegany County Public Schools,"TOBII DYNAVOX, LLC",15203,34270,,
2021,Allegany County Public Schools,TOOLBOX PROJECT,95473,36962.75,,
2021,Allegany County Public Schools,TYLER TECHNOLOGIES INC,75320-3556,209550,,
2021,Allegany County Public Schools,TYRRELL TECH INC,20723,41450.51,,
2021,Allegany County Public Schools,UGI ENERGY SERVICES INC,19182,162309.9,,
2021,Allegany County Public Schools,UNITED STATES POSTAL SERVICE,21502,36596,,
2021,Allegany County Public Schools,UNIVERSITY OF OREGON,97403-5292,41218,,
2021,Allegany County Public Schools,UPRIGHT FENCE CO,21524,52394.06,,
2021,Allegany County Public Schools,VOYAGER SOPRIS LEARNING,02284-4615,28716.8,,
2021,Allegany County Public Schools,WALMART COMMUNITY/RFCSLLC,91716-0506,32095.97,,
2021,Allegany County Public Schools,WALTER N YODER & SONS,21501,244473.01,,
2021,Allegany County Public Schools,WEISS BROS OF HAGERSTOWN INC,21740,168518.43,,
2021,Allegany County Public Schools,WELLS FARGO BANK,32202,1587456.42,,
2021,Allegany County Public Schools,WESTERN MARYLAND MUSIC CENTER,21502,73355.37,,
2021,Allegany County Public Schools,WESTERN MARYLAND OUTDOOR POWER INC,21502,19326.05,,
2021,Allegany County Public Schools,WEX BANK,60197-6293,33630.75,,
2021,Allegany County Public Schools,WILSON LANGUAGE TRAINING,01614-8173,48627.39,,
2021,Allegany County Public Schools,XEROX CORPORATION,19182-7598,55190.67,,
2021,Allegany County Public Schools,ZANER-BLOSER,43260-3711,457898.13,,
2021,Harford County Public Schools,"A & I, INC.",21237,417857.83,,Yes / No
2021,Harford County Public Schools,"A. M. HARRIS BUS, INC.",21050,181706.57,,
2021,Harford County Public Schools,AAF INTERNATIONAL,21224,84548.69,,
2021,Harford County Public Schools,"ABM INDUSTRY GROUPS, LLC",15264-3823,497671.13,,
2021,Harford County Public Schools,ACCREDITED LOCK SUPPLY,07096-1442,27942.9,,
2021,Harford County Public Schools,ACTION ELECTRICAL CONTRACTO,21001,90909.12,,
2021,Harford County Public Schools,ADRIAN STEEL OF MARYLAND,21226,46635.81,,
2021,Harford County Public Schools,"ALBAN RENTS, LLC",21264,43831.48,,
2021,Harford County Public Schools,ALBERT P DUPONT LLC,70301,85500,,
2021,Harford County Public Schools,All American Sports Corp,44039,26332.56,,
2021,Harford County Public Schools,ALL PRO TEAM SPORTS,21220,119890.33,,
2021,Harford County Public Schools,ALL RECREATION OF VIRGINIA,20147,25462.92,,
2021,Harford County Public Schools,AMBERIENT,21087,36566.63,,
2021,Harford County Public Schools,AMERICAN BUS SALES & SERVIC,21401-7074,1719697.92,,
2021,Harford County Public Schools,AMERICAN DESIGN ASSOCIATES,21234,2098764.69,,
2021,Harford County Public Schools,"AMERICAN TENNIS COURTS, INC",21222-3699,203165,,
2021,Harford County Public Schools,ANDERSON BUS COMPANY INC.,21078,2012743.68,,
2021,Harford County Public Schools,ANGEL TRAX,36305,420041.14,,
2021,Harford County Public Schools,ANNE ARUNDEL CO. PUBLIC SCH,21401,27424,,
2021,Harford County Public Schools,APEX PETROLEUM CORPORATION,20774,49857.93,,
2021,Harford County Public Schools,APPLE STORE,78727-6524,666634,,
2021,Harford County Public Schools,ARROW CENTER FOR EDUCATION,21234,4019650.61,,
2021,Harford County Public Schools,ASHLAND EQUIPMENT,21017,38373,,
2021,Harford County Public Schools,"AUBURN SCHOOL, BALTIMORE",21208,27773.25,,
2021,Harford County Public Schools,B & T TRANSPORTATION,21014,561054.61,,
2021,Howard County Public Schools,Achieve 3000,08701,633385,,
2021,Harford County Public Schools,BALTIMORE CO. PUBLIC SCHOOL,21204,128803.04,,
2021,Harford County Public Schools,"BALTIMORE CONTRACTORS, INC.",21061,49149.82,,
2021,Harford County Public Schools,BALTIMORE GAS & ELECTRIC CO,19101-3070,3143580.97,,
2021,Harford County Public Schools,"BALTIMORE LAB SCHOOL, INC.",21218,160224.61,,
2021,Harford County Public Schools,"BAMC STUDENT TRANSPORT, LLC",21014,1467344.91,,
2021,Harford County Public Schools,"BANTA CAMPBELL ARCHITECTS,",21044,201774.35,,
2021,Harford County Public Schools,BEARCOM,75267-0354,48091.96,,
2021,Harford County Public Schools,"BEARSCH TRANSPORTATION, INC",21009,1085748.73,,
2021,Harford County Public Schools,"BELL TECHLOGIX, INC.",19171-3342,457855.07,,
2021,Harford County Public Schools,BENEDICTINE SCHOOL,21660,201062.5,,
2021,Harford County Public Schools,"BENELOGIC, LLC",21093,186575.35,,
2021,Harford County Public Schools,"BLACKBOARD, INC.",15251-0154,46146,,
2021,Harford County Public Schools,BOARD OF CHILD CARE,21244-2999,163098.04,,
2021,Harford County Public Schools,"BOOKSOURCE, INC.",64180-4952,254338.41,,
2021,Harford County Public Schools,BOULEVARD CONTRACTORS CORP,21117,175600,,
2021,Harford County Public Schools,"BRAWNER BUILDERS, INC.",21031,480593.74,,
2021,Harford County Public Schools,BRY'S LAWN CARE & LANDSCAPI,21018,56846.5,,
2021,Harford County Public Schools,BSN SPORTS INC.,75284-1393,117528.1,,
2021,Harford County Public Schools,"BUCKEYE INTERNATIONAL, INC",64184-0002,217295.52,,
2021,Harford County Public Schools,"BURDETTE, KOEHLER, MURPHY,",21209,80098.6,,
2021,Harford County Public Schools,BURNS SEPTIC TANK & LINE,21784,38696.92,,
2021,Harford County Public Schools,"C&J BUS COMPANY, INC.",21009,525193.97,,
2021,Harford County Public Schools,CAREFIRST BC/BS,21117,97106591.64,,
2021,Harford County Public Schools,CARL MARTIN & MARJORIE BROW,21015,44045.62,,
2021,Harford County Public Schools,"CARNEGIE LEARNING, INC",16148-1001,132386.47,,
2021,Harford County Public Schools,"CATAPULT LEARNING, LLC",07101-3515,30432.91,,
2021,Harford County Public Schools,CATHOLIC CHARITIES,21093,165328.69,,
2021,Harford County Public Schools,"CDW GOVERNMENT, INC.",60675-1515,1054341.5,,
2021,Harford County Public Schools,CENGAGE LEARNING,31193-6743,103369.07,,
2021,Harford County Public Schools,CENTER FOR THE COLLABORATIV,94501-1042,52324,,
2021,Harford County Public Schools,CENTREVILLE LAYTON SCHOOL,19807,45043.9,,
2021,Harford County Public Schools,CHEMAQUA,60673-1232,37640.28,,
2021,Harford County Public Schools,"CHESACO PROPERTIES, LLC",21220,46800,,
2021,Harford County Public Schools,CHESAPEAK SHREDDING,21050,118582.45,,
2021,Harford County Public Schools,CHICAGO DISTRIBUTION CENTER,60628,73953.2,,
2021,Harford County Public Schools,CITY OF ABERDEEN,21001,65184.89,,
2021,Harford County Public Schools,CLEARY'S TRANSPORTATION CO,21154,794732.77,,
2021,Harford County Public Schools,CLIFTONLARSONALLEN LLP,19182-9709,53100,,
2021,Harford County Public Schools,"COASTAL SUNBELT PRODUCE, LL",21264-2860,119118.24,,
2021,Harford County Public Schools,"COCHRAN BUS COMPANY, INC.",21050,507915.78,,
2021,Harford County Public Schools,"COGENT COMMUNICATIONS, INC.",21279-1087,121550,,
2021,Harford County Public Schools,College Board,10087-0171,379786.5,,
2021,Harford County Public Schools,COMMUNITY ENVIRONMENTAL LAB,21001,38811.8,,
2021,Harford County Public Schools,COMPLETE BOOK & MEDIA SUPPL,78613,85846.62,,
2021,Harford County Public Schools,COMPUTER INTELLIGENCE ASSOC,20854,40680,,
2021,Harford County Public Schools,CONOVER COMPANY,54914,28525,,
2021,Harford County Public Schools,CONSTELLATION NEW ENERGY GA,60693-0001,641008.71,,
2021,Harford County Public Schools,"CONTROL SOURCES, INC.",21221,36595.23,,
2021,Harford County Public Schools,"COORDINATING CENTER, THE",21108,158805,,
2021,Harford County Public Schools,"CORBIN BUS CO., INC.",21014,2441702.79,,
2021,Harford County Public Schools,COUGHLAN COMPANIES LLC,60677-6866,32130,,
2021,Harford County Public Schools,"CRICK SOFTWARE, INC.",06880,29068,,
2021,Harford County Public Schools,DAIKIN APPLIED,60673,42551,,
2021,Harford County Public Schools,"DATA BUSINESS SYSTEMS, INC",23466,75825,,
2021,Harford County Public Schools,DAVIS BUS INC.,21084-1339,238262.29,,
2021,Harford County Public Schools,"DAY BUS CO., INC.",21085,760969.29,,
2021,Harford County Public Schools,DELL FINANCIAL SERVICES LLC,60197-5292,2978283.34,,
2021,Harford County Public Schools,DELL MARKETING  L.P.,60680-2816,3498113.38,,
2021,Harford County Public Schools,DELMARVA POWER,19101,247331.16,,
2021,Harford County Public Schools,DELTA DENTAL OF PENNSYLVANI,21264-4094,4704000,,
2021,Harford County Public Schools,DELTA TELEPHONE & CABLING,21114,42158.18,,
2021,Harford County Public Schools,Demco,53708-8048,28051.78,,
2021,Harford County Public Schools,DISCOVERY EDUCATION,30374-4954,96142,,
2021,Harford County Public Schools,DONNA D. HENRY,21009,54455,,
2021,Harford County Public Schools,"DOWNTOWN PIANO WORKS, LLC",21701,39492,,
2021,Harford County Public Schools,DPSCS - ITCD,21297-7214,27843.75,,
2021,Harford County Public Schools,DREAMBOX LEARNING,98004,306818,,
2021,Harford County Public Schools,DUPLICATOR SALES CO.,21030,95337.31,,
2021,Harford County Public Schools,"DVR SUPPORT SERVICES, LLC",22508,25899,,
2021,Harford County Public Schools,DYNATECH INDUSTRIES LTD,17046,53279.82,,
2021,Harford County Public Schools,"EAST SHORE SOUND, INC.",21084,266951.66,,
2021,Harford County Public Schools,"EASTERN SALT COMPANY, INC.",01863,57734.67,,
2021,Harford County Public Schools,"EASTERN TECHNICAL, INC.",21904,68928.52,,
2021,Harford County Public Schools,"ECOTONE, INC.",21050,184683.67,,
2021,Harford County Public Schools,EDUCATIONAL BASED SERVICES,19382,33565,,
2021,Harford County Public Schools,EMC CORPORATION,60693,45872.71,,
2021,Harford County Public Schools,ENTERPRISE PARK LLC,21014,34320,,
2021,Harford County Public Schools,EXPLORE LEARNING,60673-1239,102234.5,,
2021,Harford County Public Schools,FISHER SCIENTIFIC COMPANY,02241-3648,246120.4,,
2021,Harford County Public Schools,"FLEX SCHOOL, INC.",07922,152916,,
2021,Harford County Public Schools,FLEXIBLE BENEFIT ADMINISTRA,23450,41086.5,,
