fiscal_year,agency_name,payee_name,payee_name_clean,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,agency_name_clean
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"EAGLE TRANSPORTATION,INC - BUS",EAGLE TRANSPORTATION INC - BUS,21631,200101.38,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"APPLE, INC.",APPLE INC,30384-1877,195602.65,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FASTENAL INDUST. & CONST. SUPPLIES,FASTENAL INDUSTRIAL & CONSTRUCTION SUPPLIES,55987-1286,184883.39,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CROPPER AND SON TRANSPORT,CROPPER AND SON TRANSPORT,21613,175617.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"STEWART,RUSSELL & MILDRED - BUS","STEWART, RUSSELL & MILDRED - BUS",21613,175504.97,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AMERICAN FIDELITY ASSURANCE CO,AMERICAN FIDELITY ASSURANCE,64121-9326,171495,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DEMBYS TRANSPORTATION,DEMBYS TRANSPORTATION,21613,163359.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,EDGENUITY INC.,EDGENUITY INC,91185-4561,154242,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"ALTO-HARTLET, INC","ALTO-HARTLEY, INC.",22304-4803,135872,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"SGK CONTRACTING, INC","SGK CONTRACTING, INC",21224,135684.7,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"AZ TRANSPORT,INC- BUS","AZ TRANSPORT,INC- BUS",21643,129060.26,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CLOVERLAND/GREEN SPRING DAIRY,CLOVERLAND GREEN SPRING DAIRY,02241-8952,122704.86,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AMERICAN TRUCK & BUS INC.,AMERICAN TRUCK & BUS INC,21401,122446,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CHESAPEAKE UTILITIES,CHESAPEAKE UTILITIES,19182-6531,113534.24,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"ARCADIA SOLAR, LLC",ARCADIA SOLAR LLC,55126,113034.52,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,4IMPRINT,4IMPRINT,60673-1253,109908.56,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"HOPKINS SALES CO., INC.",HOPKINS SALES CO INC,21601,105579.25,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MARYLAND STATE RETIREMENT AGENCY,MARYLAND STATE RETIREMENT,21202-1600,105189.16,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"PESSIN KATZ LAW, P.A.","PESSIN KATZ LAW, P.A.",21204,102677.9,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DISYS SOLUTIONS INC,DISYS SOLUTIONS INC,20147,100237.04,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,STANDARD LIFE INSURANCE COMPANY,STANDARD LIFE INSURANCE COMPANY,97208-6367,99776.71,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"PROJECT LEAD THE WAY, INC.",PROJECT LEAD THE WAY INC,46240,98149.28,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,QUEEN ANNE'S CO PUBLIC SCH./ESMEC,QUEEN ANNE'S COUNTY PUBLIC SCHOOLS,21617,97861,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,REPUBLIC SERVICES #425,REPUBLIC SERVICES #425,40290,95528.35,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,VOYAGER SOPRIS LEARNING,VOYAGER SOPRIS LEARNING,02284-4615,89159.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,PINE HILL LANDSCAPING,PINE HILL LANDSCAPING,21664,88409.75,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MSDE  -  ADM & FINANCE,MSDE  -  ADM & FINANCE,21201,80848.33,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,E&L TRANSPORT - BUS,E&L TRANSPORT - BUS,21643,79866.75,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DORCHESTER CAREER & TECH CENTER,DORCHESTER CAREER & TECH CENTER,21613,78137.78,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"SCHAUBER, INC.","SCHAUBER, INC.",21613,78105.05,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MARYLAND DEPT OF JUVENILE SERVICES,MARYLAND DEPARTMENT OF JUVENILE SERVICES,21201,77984.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"TODD,DEBBIE - BUS","TODD,DEBBIE - BUS",21643,77946.45,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,POWER SCHOOL GROUP LLC,POWERSCHOOL GROUP LLC,95630,76430.83,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,WILL BROWN'S TRUCK REPAIR,WILL BROWN'S TRUCK REPAIR,21613,75958.78,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SHERETTA JENKINGS,SHERETTA JENKINGS,21631,73853.27,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SWIVEL,SWIVEL,94025,73149,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,THE HOME DEPOT PRO,THE HOME DEPOT PRO,30384-4468,72502.13,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SIMMONS CENTER MARKET,SIMMONS CENTER MARKET,21613,71658.83,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CAMBRIDGE SOUTH DORCHESTER HIGH SCHOOL,CAMBRIDGE-SOUTH DORCHESTER HIGH SCHOOL,21613,71329.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"THOMAS,J T - BUS","THOMAS,J T - BUS",21631,70200.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"PARLIGHTS, INC","PARLIGHTS, INC",21701,68570.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"DUNNOCK,C E,TRANS INC - BUS",C. E. DUNNOCK TRANS INC - BUS,21613,68348.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NORTH DORCHESTER HIGH SCHOOL,NORTH DORCHESTER HIGH SCHOOL,21643,67668.23,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,AVID CENTER,AVID CENTER,92123,63216,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,REGIONAL TRAINING CENTER,REGIONAL TRAINING CENTER,07869,60456,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX,85072,60304.7,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SALISBURY UNIVERSITY,SALISBURY UNIVERSITY,21802-2195,59969.34,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FPC DISTRIBUTION,FPC DISTRIBUTION,21075,59710.19,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,JAMES COLLINS,JAMES COLLINS,21613,58533.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"R & R TRANSPORTATION,INC - BUS",R & R TRANSPORTATION INC - BUS,21643,58238.3,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MARYLAND UNEMPLOYMENT INSURANCE FUND,MARYLAND UNEMPLOYMENT INSURANCE,21203-0084,57364.14,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,VERIZON WIRELESS,VERIZON,07101-6810,56597.31,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,ETR,ETR,95066,56238.9,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MID SHORE COMMUNITY MEDIATION,MID SHORE COMMUNITY MEDIATION,21601,56000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MUNICIPAL UTILITIES COMMISSION,MUNICIPAL UTILITIES COMMISSION,21613,55495.87,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BELL TECH LOGIX,BELL TECHLOGIX INC,19182-3342,55018.08,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CASEWORTHY, INC","CASEWORTHY, INC",84170,54497.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HAVTECH,HAVTECH,21297,53644.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NATIONAL HVAC SERVICE,NATIONAL HVAC SERVICE,19973,51516.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DIANA L MITCHELL,DIANA L MITCHELL,20774,50000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,UNITED ENERGY TRADING LLC,UNITED ENERGY TRADING LLC,19178-9657,49087.97,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,YOUTH IN TRANSITION SCHOOL,YOUTH IN TRANSITION SCHOOL,21244,48832.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,M.A. FABRICATION,M.A. FABRICATION,21664,47635,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MD CHILD SUPPORT ACCOUNT,MD CHILD SUPPORT ACCOUNT,21297-1396,47394.68,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NORTHBAY,NORTHBAY,21901,47280,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,FAILURE FREE READING,FAILURE FREE READING,28026,45000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,EDMENTUM,EDMENTUM INC,55437,44642,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,ZONAR SYSTEMS,ZONAR SYSTEMS,75320-1580,43719.99,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,THE HARBOUR SCHOOL,THE HARBOUR SCHOOL,21122,41726,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"RUN 29, LLC","RUN 29, LLC",21643,41634.84,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MANAGE MINDFULLY,MANAGE MINDFULLY,11241,41404.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MICROGRAPHIC EQUIPMENT DESIGN,MICROGRAPHIC EQUIPMENT DESIGN,21108,40669.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,JOHNSON CONTROLS,JOHNSON CONTROLS INC,75373,38809.65,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TIME CLOCK PLUS LLC,TIME CLOCK PLUS LLC,80291-3377,38806.02,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TGM GROUP  LLC,TGM GROUP LLC,21804,38800,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,GOUCHER COLLEGE,GOUCHER COLLEGE,21204,37647,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,EMMAJANE OLINDE,EMMAJANE OLINDE,21826,37460,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HERSHEY CREAMERY COMPANY,HERSHEY CREAMERY COMPANY,17101-2815,37113.46,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SHORE DISTRIBUTORS,SHORE DISTRIBUTORS INC,21802,36865.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CIT BANK, N.A.","CIT BANK, N.A.",60673-1211,36725.79,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,A.E. MOORE JANITORIAL,A. E. MOORE JANITORIAL INC,19966,36505.62,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CHOPTANK ELECTRIC COOPERATIVE,CHOPTANK ELECTRIC COOPERATIVE INC,21629,35849.61,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DCPS SCHOLARSHIPS/MSCF,DCPS SCHOLARSHIPS/MSCF,21601,34750,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SCHOOL SPECILIATY,SCHOOL SPECIALTY,19182-5640,34559.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"R. E. MICHEL COMPANY, INC.",R. E. MICHEL COMPANY INC,21203,34138.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,HILL'S ELECTRIC MOTOR,HILL'S ELECTRIC MOTOR,21835,31691.68,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,DISCOVERY EDUCATION,DISCOVERY EDUCATION,30374-4954,31585.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,WGL ENERGY SERVICES,WGL ENERGY SERVICES INC,19101-5047,30390.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,NAVIANCE,NAVIANCE,63150-4571,29979,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,LEXIA LEARNING SYSTEMS LLC,LEXIA LEARNING SYSTEMS LLC,01742,28809,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,CARMAX,CARMAX,21801,28343.94,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BRIGHTSTAR CARE,BRIGHTSTAR CARE,21114,28013.25,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,MABE,MABE,21401,27968,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,"CAPITAL BOILER WORKS, INC",CAPITOL BOILER WORKS INC,22151,26713.19,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,TCI,TCI,90607,26144,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,BAY COUNTRY SECURITY,BAY COUNTRY SECURITY,21613,25855.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,SITE ONE LANDSCAPE SUPPLY,SITE ONE LANDSCAPE SUPPLY,60673-1241,25737.49,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,DORCHESTER COUNTY BOARD OF EDUCATION,WILSON LANGUAGE TRAINING,WILSON LANGUAGE TRAINING,01540,25116.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,AMAZON CAPITAL SERVICE,AMAZON CAPITAL SERVICE,98124,144075.61,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,ANNE ARUNDEL CO. PUBLI,ANNE ARUNDEL CO. PUBLI,21401,27756,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,ARCADIA SOLAR LLC,ARCADIA SOLAR LLC,55126,52622.38,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,BANK OF AMERICA,BANK OF AMERICA,19886,202015.83,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,BCI CAPITAL MANAGEMENT,BCI CAPITAL MANAGEMENT,32801,154419.29,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CAPITOL BOILER WORKS,CAPITOL BOILER WORKS INC,22151,45346.33,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CAREFIRST BLUECROSS/BL,CAREFIRST BLUE CROSS BLUE SHIELD,21279,3724317.84,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CDW GOVERNMENT INC,CDW GOVERNMENT,60061,248310.2,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CHESTER RIVER DIESEL L,CHESTER RIVER DIESEL LLC,21668,60017.93,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CHOPTANK ELECTRIC,CHOPTANK ELECTRIC COOPERATIVE INC,21629,150867.2,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CHYKE MAURICE & ASSOCI,CHYKE MAURICE & ASSOCIATES INC,21802,37800,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,CLOVERLAND FARMS DAIRY,CLOVERLAND FARMS DAIRY,02241,71054.34,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"DAVID A. BRAMBLE, INC.",DAVID A. BRAMBLE INC.,21620,85655,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DE NICHOLSON PLUMBING,DE NICHOLSON PLUMBING,21678,66975,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DELL FINANCIAL SERVICE,DELL FINANCIAL SERVICE,78662,97145.24,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DELMARVA POWER,DELMARVA POWER,19101,88914.29,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DELMARVA VETERAN BUILD,DELMARVA VETERAN BUILD,21801,475010.89,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DISCOVERY EDUCATION,DISCOVERY EDUCATION,28209,32790.5,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,DREAMBOX LEARNING,DREAMBOX LEARNING,98004,49345,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,EDGENUITY INC,EDGENUITY INC,82250,47399,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,EDUCATIONAL FACILITIES,EDUCATIONAL FACILITIES PLANNING LLC,21409,48530,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,ENTERPRISE FLEET MANAG,ENTERPRISE FLEET MANAG,64180,31042.19,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,QUEEN ANNE'S CO. SCHOOL,QUEEN ANNE'S CO. SCHOOL,21617,25383,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,FPC DISTRIBUTION,FPC DISTRIBUTION,21075,92104.52,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,FRONTLINE TECHNOLOGIES,FRONTLINE TECHNOLOGIES,60631,38647.93,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"IMAGINE LEARNING, INC","IMAGINE LEARNING, INC",84604,198000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,KENT CO OFFICE OF FINA,KENT CO OFFICE OF FINA,21620,32873.02,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,THE COUNTY COMMISSIONE,THE COUNTY COMMISSIONE,21620,178170.45,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,KENT CO COMMISSIONERS,KENT COUNTY COMMISSIONERS,21620,79209.45,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,KENT COUNTY HEALTH DEP,KENT COUNTY HEALTH DEPARTMENT,21620,499666.07,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"LABOR FIRST, LLC",LABOR FIRST LLC,08054,803315.86,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,LAKESHORE LEARNING MAT,LAKESHORE LEARNING MATERIALS,90895,58258.2,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,LEXIA LEARNING,LEXIA LEARNING SYSTEMS LLC,01742,129631.63,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MABE GROUP INSURANCE P,MABE GROUP INSURANCE POOL,21401,109384,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MABE-WORKERS' COMP SEL,MABE WORKERS COMP SELF INSURANCE,21401,177122,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MARYLAND STATE RETIREM,MARYLAND STATE RETIREMENT,21202,865101.92,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,MCGRAW-HILL COMPANIES,MCGRAW-HILL,43218,283131.44,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,NAVIGATE360 LLC,NAVIGATE360 LLC,44193,64927.5,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,NEWSELA,NEWSELA,10110,55828,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,OFFICE DEPOT,OFFICE DEPOT,21046,32626.81,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,P K LAW,PK Law,21204,90945.8,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,"POWER SCHOOL GROUP, LL",POWERSCHOOL GROUP LLC,18018,194280.02,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,PROVIDENT LIFE AND ACC,PROVIDENT LIFE AND ACC,30384,41051.83,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SECURITY BENEFITS GROU,SECURITY BENEFITS GROUP,66675,114558.43,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SERVPRO OF MID-UPPER,SERVPRO OF MID-UPPER,21830,125000,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SHOREHAVEN INC,SHOREHAVEN INC,21921,181446.9,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SOLIANT HEALTH,SOLIANT HEALTH,30084,36496,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SPECIALIZED EDUCATION,SPECIALIZED EDUCATION,08103,88777.91,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,STANDARD INSURANCE CO,STANDARD INSURANCE CO,97228,83064.93,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,SYSCO EASTERN MD,SYSCO EASTERN MD,21851,440950.39,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,TEN4,TEN4,21211,52871.24,NA,NA,KENT COUNTY PUBLIC SCHOOLS
2022,Kent County Public Schools,TGM GROUP LLC,TGM GROUP LLC,21804,39965,NA,NA,KENT COUNTY PUBLIC SCHOOLS
